epoch,accuracy,loss
0,0.20612813532352448,13.883868217468262
1,0.4038997292518616,8.456395149230957
2,0.5682451128959656,5.6322340965271
3,0.5766016840934753,4.727760314941406
4,0.6378830075263977,4.070886611938477
5,0.688022255897522,3.06223201751709
6,0.6935933232307434,3.0002801418304443
7,0.7242339849472046,2.7706305980682373
8,0.7465181350708008,2.82850980758667
9,0.7715877294540405,2.2125089168548584
10,0.7186629772186279,2.6100404262542725
11,0.7910863757133484,1.8345321416854858
12,0.7632312178611755,2.251786708831787
13,0.8328690528869629,1.587941288948059
14,0.835654616355896,1.5851002931594849
15,0.777158796787262,2.4491543769836426
16,0.8328690528869629,1.44820237159729
17,0.8245125412940979,1.1882790327072144
18,0.8579387068748474,1.1654773950576782
19,0.8384401202201843,1.5400689840316772
20,0.8495821952819824,1.5773966312408447
21,0.8523676991462708,1.3229193687438965
22,0.8885793685913086,0.9798404574394226
23,0.8690807819366455,1.288987159729004
24,0.844011127948761,1.7705321311950684
25,0.8718662858009338,1.4856547117233276
26,0.8774373531341553,1.3074793815612793
27,0.8495821952819824,1.4380437135696411
28,0.89415043592453,0.9494203925132751
29,0.8913649320602417,0.8853718042373657
30,0.8746517896652222,1.1204569339752197
31,0.9052924513816833,0.8769683241844177
32,0.9220055937767029,0.8611420392990112
33,0.9136490225791931,0.6420837640762329
34,0.9136490225791931,0.6998217105865479
35,0.9164345264434814,0.5831306576728821
36,0.9080780148506165,0.9779776930809021
37,0.9220055937767029,0.7566331028938293
38,0.9247910976409912,0.6192184686660767
39,0.8607242107391357,1.4286274909973145
40,0.9136490225791931,0.7065237760543823
41,0.8885793685913086,1.2387670278549194
42,0.9220055937767029,0.7139763236045837
43,0.9192200303077698,0.8317152857780457
44,0.9052924513816833,0.7514646053314209
45,0.9359331727027893,0.643700897693634
46,0.8857938647270203,1.5050283670425415
47,0.9080780148506165,0.6999247670173645
48,0.8913649320602417,1.3443859815597534
49,0.9108635187149048,1.0577294826507568
50,0.9136490225791931,0.696355938911438
51,0.9387186765670776,0.5954338312149048
52,0.9080780148506165,0.9723524451255798
53,0.8969359397888184,1.2006916999816895
54,0.9052924513816833,0.8958558440208435
55,0.9108635187149048,1.2998394966125488
56,0.941504180431366,0.4462610185146332
57,0.9331476092338562,0.7238156795501709
58,0.9080780148506165,1.0043118000030518
59,0.89415043592453,1.099450707435608
60,0.9192200303077698,0.5332369208335876
61,0.9192200303077698,0.9467247128486633
62,0.9331476092338562,0.6635867953300476
63,0.9526462554931641,0.38296955823898315
64,0.9080780148506165,1.2741830348968506
65,0.9052924513816833,0.8642408847808838
66,0.941504180431366,0.5506359934806824
67,0.9470751881599426,0.6349731087684631
68,0.9275766015052795,0.5472685098648071
69,0.8802228569984436,1.2867887020111084
70,0.9387186765670776,0.45718255639076233
71,0.9164345264434814,1.0639809370040894
72,0.9498607516288757,0.5440275073051453
73,0.9220055937767029,0.8298291563987732
74,0.9359331727027893,0.6379696726799011
75,0.9470751881599426,0.6671225428581238
76,0.941504180431366,0.7844997644424438
77,0.9275766015052795,0.739362895488739
78,0.9247910976409912,0.8193877935409546
79,0.9052924513816833,1.25374174118042
80,0.9442896842956543,0.6735901236534119
81,0.9164345264434814,1.163427710533142
82,0.9359331727027893,0.7119173407554626
83,0.9387186765670776,0.7969062924385071
84,0.9136490225791931,1.4207346439361572
85,0.9080780148506165,1.4093526601791382
86,0.9331476092338562,0.8926278352737427
87,0.9164345264434814,1.1799113750457764
88,0.9303621053695679,0.9503239989280701
89,0.9164345264434814,1.0997343063354492
90,0.9637883305549622,0.516832172870636
91,0.961002767086029,0.6160652041435242
92,0.9303621053695679,0.793388843536377
93,0.9080780148506165,1.212947130203247
94,0.9442896842956543,0.7069971561431885
95,0.9442896842956543,0.6668592691421509
96,0.9303621053695679,0.6239514350891113
97,0.9637883305549622,0.34634798765182495
98,0.9526462554931641,0.7833523154258728
99,0.9108635187149048,1.6996954679489136
